telling  ;datum;naxxyyzzinventarisnummer;naxxyyzzfolioxxyyzznummer;scheepsnaam;scheepstype;plaatsxxyyzzparthesius;lokatie;aantalxxyyzzpersonen;aantalxxyyzzzeevarendenxxyyzzeuropees;aantalxxyyzzzeevarendenxxyyzzaziatisch;aantalxxyyzzsoldatenxxyyzzeuropees;aantalxxyyzzsoldatenxxyyzzaziatisch;aantalxxyyzzoverig;azxxyyzzaantalxxyyzzvoorman;azxxyyzzaantalxxyyzzvoormansmaat;azxxyyzzaantalxxyyzzkok;azxxyyzzaantalxxyyzzmatrozen;azxxyyzzaangenomenxxyyzzplaats;azxxyyzzaangenomenxxyyzzparthesius;azxxyyzzaangenomenxxyyzzjaar;azxxyyzzaangenomenxxyyzzjaarxxyyzznorm;azxxyyzzaanduidingxxyyzzmatrozen;azxxyyzzaanduidingxxyyzzvoorman;azxxyyzzloonxxyyzzvoorman;azxxyyzzloonxxyyzzvoormansmaat;azxxyyzzloonxxyyzzkok;azxxyyzzloonxxyyzzmatrozen;azxxyyzzregistratiexxyyzzwijze;azxxyyzzregistratiexxyyzzkop;azxxyyzzregistratiexxyyzzopmerking;asxxyyzzaangenomenxxyyzzplaats;asxxyyzzaangenomenxxyyzzjaar;asxxyyzzaanduidingxxyyzzsoldaten;asxxyyzzaanduidingxxyyzzvoorman;asxxyyzzloonxxyyzzhoofd;asxxyyzzloonxxyyzzcorporaal;asxxyyzzloonxxyyzzsoldaat;asxxyyzzregistratiexxyyzzwijze;asxxyyzzregistratiexxyyzzkop;asxxyyzzregistratiexxyyzzopmerking;opmerkingen;voornaam;tussenvoegsel;achternaam;geboorteplaats;aankomstxxyyzzazie;notitie;dasxxyyzzlinkxxyyzzheen;dasxxyyzzlinkxxyyzzterug
2785;1725;11748;1;Sleewijk;Schip;41;Ponnecail, ter rede;88;62;;21;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2505.3;6727.3
2786;1725;11748;6;De Herstelde Leeuw;Schip;41;Ponnecail, ter rede;140;113;;25;;2;;;;;;;;;;;;;;;;;NB: Tussen E bemanning staat matroos David Schreveld van Paliacatten (9 g, in dienst 1712);;;;;;;;;;;;;;;;;;2497.5;
2787;1725;11748;13;Het Vaderland Getrouw;Schip;41;Ponnecail, ter rede;101;73;;28;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2531.6;
2788;1725;11748;19;Purmerlust;Schip;42;Ceijlon;78;78;;;;;;;;;;;;;;;;;;;;;NB: onderaan staat jongen Pieter Barrij van Cochin (5 g, in dienst 1720);;;;;;;;;;;;;;;;;;2512.2;6657.2
2789;1725;11748;23;Edam;Chialoup;42;Ceijlon;19;19;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2790;1725;11748;24;De Anna;Jagt;42;Ceijlon;22;22;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2791;1725;11748;25;De Hottentot;Chialoup;42;Ceijlon;15;15;;;;;;;;;;;;;;;;;;;;;NB: Tussen E bemanning staat jongmatroos Lourens Niwenlier? Van Colombo (8 g, in dienst 1724);;;;;;;;;;;;;;;;;;;
2792;1725;11748;26;De Anthonia;Chialoup;42;Ceijlon;15;15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2793;1725;11748;27;De Caneelboom;Zijlboot;42;Ceijlon;12;12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2794;1725;11748;28;Noorderquartier;Schip;31;Mocha, ter rede;103;81;;22;;;;;;;;;;;;;;;;;;;NB: Onderaan E bemanning staat bij de jongens jongen Claas Freese? Van Batavia (6 gulden, in dienst 1723) andere jongen 5 g;;;;;;;;;;;;;;;;;;2543.6;6637.6
2795;1725;11748;33;Meerhuijsen;Schip;15;Zee;139;72;15;;;52;1;1;;13;Niet ;;Niet;Niet;13 gemeene;Zarang (en zarangsmaat);12;10.5;;7.5;Per groep;Moorse zeevarende;;;;;;;;;;;;NB: Passagiers zijn allen soldaten (incl officieren);Alexander Adriaan;;Dupon;Amsterdam;niet gegeven;?;2583.5;
2796;1725;11748;40;Westerbeek;Schip;15;Zee;115;72;18;25;;;1;1;;16;Niet ;;Niet;Niet;16 gemeenen;Zarang (en zarangsmaat);12;10.5;;7.5;Per groep;Inlandse zeevarende / Moorse zeevarende;;;;;;;;;;;;;Cornelis;;Haringscarspel;Amsterdam;De Vis 1722;Zie eerder. NB: ervaren onderstuurman Christiaan Jansz (Adam, 32 g, Donkervliet 1711), oppermeester Jan van den Velden (Delft, 36 g, Den Dam 1718);2525.1;6681.1
2797;1725;11748;45;De Postloper;Galjoot;21;Kaap de Goede Hoop, ter rede;11;11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2798;1725;11748;46;Zeelandia;Hoeker;21;Kaap de Goede Hoop, ter rede;13;13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2364.2;
2799;1725;11748;47;Feijenoord;Brigantijn;21;Kaap de Goede Hoop, ter rede;28;28;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2605.1;
2800;1725;11748;48;Victoria;Brigantijn;21;Kaap de Goede Hoop, ter rede;20;20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2608.1;
2801;1726;11749;1;Stadwijk;Schip;79;Batavia, ter rede;152;152;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2651.3;6678.3
2802;1726;11749;9;Westerdijxhorn;Schip;79;Batavia, ter rede;81;81;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2635.6;6682.6
2803;1726;11749;13;Linschoten;Schip;79;Batavia, ter rede;91;91;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2632.4;6689.4
2804;1726;11749;18;Stabroek;Schip;79;Batavia, ter rede;80;80;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2624.2;6690.2
2805;1726;11749;22;Kiefhoek;Schip;79;Batavia, ter rede;85;85;;;;;;;;;;;;;;;;;;;;;NB: jongmatroos Jan Oloffs (De Caab, 8 g, in dienst 1721);;;;;;;;;;;;;;;;;;2400.6;
2806;1726;11749;27;Coning Carel;Schip;79;Batavia, ter rede;405;222;183;;;;11;4;;168;Niet;;Niet;Niet;168 gemeene;Zarang (11 zarangs en 4 zarangsmaats);12;10.5;;7.5;Per groep;Inlandse zeevarende;;;;;;;;;;;;;Jan;;Hessens;Langedijk;Nieuwburg 1710;NB: Ervaren Opperstuurman Jan van Hoogstraten (Adam, 48 g, Prins Eugenius 1718), opperstuurman Phillip Engelbregt van Soest (Adam, 48 g, Prins Eugenius 1718), opperstuurman Lodewijk Verburg (Hoorn, 48 g, Prins Eugenius 1718);2520.7;
2807;1726;11749;39;Prins Eugenius;Schip;79;Batavia, ter rede;114;114;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2313.4;
2808;1726;11749;46;Heesburg;Schip;79;Batavia, ter rede;100;100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2631.2;6688.2
2809;1726;11749;52;Wendela;Schip;79;Batavia, ter rede;64;64;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2598.4;
2810;1726;11749;55;Baanman;Schip;79;Batavia, ter rede;71;47;24;;;;1;1;;22;Niet;;Niet;Niet;22 gemeene;Zarang (en zarangsmaat);12;10.5;;7.5;Per groep;Moorse zeevarende;;;;;;;;;;;;;Anthonij;;Biermans;Amsterdam;De Baanman 1725;NB: Ervaren onderstuurman Willem Reijertsz Kleijn (Enkhuijsen, 26 g, Arentsduijn 1722), bootsman Jan Keijzer (Hoorn, 22 g, Huijs ter Boede 1721);2580.2;6671.2
2811;1726;11749;59;Opperdoes;Schip;79;Batavia, ter rede;103;79;24;;;;1;1;;22;Niet;;Niet;Niet;22 gemeene;Zarang (en zarangsmaat);12;10.5;;7.5;Per groep;Moorse zeevarende;;;;;;;;;;;;;Albert;;Oranje;Lukhuijsen?;Opperdoes 1726;NB: vrijwel gehele schip Opperdoes 1726;2639.4;6822.4
2812;1726;11749;64;Groenswaard;Schip;79;Batavia, ter rede;79;79;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2641.5;6674.5
2813;1726;11749;68;Velserbeek;Schip;79;Batavia, ter rede;62;62;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2634.1;
2814;1726;11749;71;Susanna;Schip;79;Batavia, ter rede;78;78;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2633.2;6707.2
2815;1726;11749;78;Goudriaan;Schip;79;Batavia, ter rede;55;55;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2640.3;6673.4
2816;1726;11749;79;Westerbeek;Schip;79;Batavia, ter rede;71;71;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2525.1;6681.1
2817;1726;11749;83;Bellevliet;Schip;79;Batavia, ter rede;70;70;;;;;;;;;;;;;;;;;;;;;NB: Assistent Huijbertus de Lahaijs van Batavia (24 g, in dienst 1717);;;;;;;;;;;;;;;;;;2298.4;
2818;1726;11749;87;Rijxdorf;Schip;79;Batavia, ter rede;104;104;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2616.4;6677.4
2819;1726;11749;93;Het Huijs ten Boede;Schip;79;Batavia, ter rede;76;76;;;;;;;;;;;;;;;;;;;;;NB: Temidden van E bemanning staan jongen Johannes Balsr? Van Batavia (5 g, in dienst), jongen Pieter Barrij van Cochin (5 g, in dienst 1720);;;;;;;;;;;;;;;;;;2423.4;
2820;1726;11749;98;Wolphaersdijck;Schip;79;Batavia, ter rede;68;68;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2541.1;6683.1
2821;1726;11749;102;Het Stadhuijs van Delft;Schip;79;Batavia, ter rede;88;88;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2579.3;6672.3
2822;1726;11749;107;Meerhuijsen;Schip;79;Batavia, ter rede;65;65;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2583.5;
2823;1726;11749;111;Magdalena;Schip;79;Batavia, ter rede;78;78;;;;;;;;;;;;;;;;;;;;;NB: Assistent Pieter Cornelisz Heij van Batavia (24 g, in dienst 1721);;;;;;;;;;;;;;;;;;2606.3;6676.3
2824;1726;11749;114;Hogermeer;Schip;79;Batavia, ter rede;60;60;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2366.2;
2825;1726;11749;118;Abbekerk;Schip;79;Batavia, ter rede;130;111;19;;;;1;;;18;Niet;;Niet;Niet;18 gemeene;Zarang;12;;;7.5;Per groep;Moorse zeevarende;;;;;;;;;;;;;Thobias;;Koumulder?;Amsterdam;Vosmaar 1705;NB: Ervaren onderstuurman Hendrik de Nijs (Adam, 32 g, Landerveen? 1722;2330.6;
2826;1726;11749;125;Wijnendaal;Schip;79;Batavia, ter rede;81;56;25;;;;1;1;;23;Niet;;Niet;Niet;23 gemeene;Zarang (en zarangsmaat);12;10.5;;7.5;Per groep;Moorse zeevarende;;;;;;;;;;;;;Gerrit;van;Overaat;Rotterdam;Ijsselmonde 1705;NB: Ervaren opperstuurman Harimen Staal (Adam, 48 g, Huijs te Assenberg 1723);2424.4;
2827;1726;11749;128;Castor en Pollux;Schip;79;Batavia, ter rede;61;49;12;;;;1;1;;10;Niet;;Niet;Niet;10 gemeene;Zarang (en zarangsmaat);12;10.5;;7.5;Per groep;Moorse zeevarende;;;;;;;;;;;;;Jacob;;Jongenheld;Vlissingen;Castor en Pollux 1723;NB: Ervaren opperstuurman Jacob Verdonk (Vlissingen, 48 g, Slot Aldegonde 1716);2528.1;6692.1
2828;1726;11749;132;Borselen;Schip;79;Onrust, leggende aan het eiland;109;109;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2638.4;6686.4
2829;1726;11749;138;Velserhooft;Schip;79;Onrust, leggende aan het eiland;72;72;;;;;;;;;;;;;;;;;;;;;NB: Matroos Edward Douw van Londen (9 g, in dienst 1723);;;;;;;;;;;;;;;;;;2289.1;
2830;1726;11749;142;De Hoop;Brigantijn;79;Onrust, leggende aan het eiland;20;20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2831;1726;11749;144;Galjoot;Loots;79;Onrust, leggende aan het eiland;16;16;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2832;1726;11749;145;;Diverse vaartuigen;79;Edam, aan het eiland;28;0;28;;;;;;;28;Batavia, Tsjunama, Bougies, Lambaya, Timorang, Macassar, Amparieta, Mampae;80;Niet;Niet;;;;;;9;Voornamen, soms achternamen;Inlandse mattroosen;;;;;;;;;;;;;;;;;;;;
2833;1726;11749;147;De Amazone;Schip;72;Bantam, ter rede;94;69;25;;;;1;1;;23;Niet;;Niet;Niet;23 gemeene;Zarang (en zarangsmaat);12;10.5;;7.5;Per groep;Moorse zeevarende;NB: Telfout in totaalgage voor 23 matrozen (aangegeven staat 162.10, terwijl voor individueel 7.10 staat vermeld);;;;;;;;;;;;Albert;van;Petten;Rotterdam;De Amazoone 1720;NB: Ervaren opperstuurman Jan het Lam (Koukerk, 40 g, Meeroog 1718);2391.4;
2834;1726;11749;151;Neptunus;Schip;86;Banda, ter rede;87;87;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2452.5;
2835;1726;11749;156;De Spiering;Schip;15;Zee;147;89;;38;;20;;;;;;;;;;;;;;;;;;;;;;;;;;;;NB: Passagiers vooral ambachtslieden en matrozen;;;;;;;2618.4;6699.4
2836;1726;11749;165;Tienhoven;Schip;15;Zee;86;60;;26;;;;;;;;;;;;;;;;;;;NB: Temidden van E bemanning staat jongmatroos Jan Romijn van Nagapatnam (8 g, in dienst 1724) en jongmatroos Jan Davit Cranse van Lypsigh (9 g, in dienst 1726);;;;;;;;;;;;;;;;;;;
2837;1726;11749;170;Schuijtwijk;Schip;15;Zee;132;75;33;24;;;1;;;32;Niet;;Niet;Niet;32 gemeene moorse zeevarende;Zarang;12;;;7.5;Per groep;Moorse zeevarende;;;;;;;;;;;;;Jacob;;Visser;Enkhuijsen;Schuijtwijk 1726;NB: Ervaren plaatsvervangende onderstuurman Boudewijn Bouernsz (Rdam, 14 g, Nederhoven 1720);2626.1;6704.1
2838;1726;11749;176;Het Raadhuis van Vlissingen;Schip;15;Zee;116;73;17;26;;;1;1;;15;Niet;;Niet;Niet;15 gemeene;Zarang (en zarangsmaat);12;10.5;;7.5;Per groep;Inlandse zeevarende;NB: Telfout in totaalgage van 15 matrozen (staat 120.10 (=8 g pp) terwijl voor individueel 7.10 staat vermeld);;;;;;;;;;;;Gerrit;;Fiers;Middelburg;niet gegeven;?;2540.4;6758.4
2839;1726;11749;182;Het Land van Beloften;Schip;15;Zee;123;65;33;25;;;1;1;;31;Niet;;Niet;Niet;31 gemeene;Zarang (en zarangsmaat);12;10.5;;7.5;Per groep;Moorse zeevarende;;;;;;;;;;;;;Pieter;;Groothuijsen;Enkhuijsen;niet gegeven;?;2591.1;6730.1
2840;1726;11749;187;Het Huijs de Vlotter;Schip;15;Zee;136;72;31;25;;8;1;1;;29;Niet;;Niet;Niet;29 gemeene;Zarang (en zarangsmaat);12;10.5;;7.5;Per groep;Moorse zeevarende;;;;;;;;;;;;NB: Passagiers allemaal matrozen (bosschieters);Claas;;Zeeridder;Schermerkroon;niet gegeven;?;2621.5;6705.5
2841;1726;11749;194;Witsburg;Schip;15;Zee;130;72;25;26;;7;1;1;;23;Niet;;Niet;Niet;23 gemeene;Zarang (en zarangsmaat);12;10.5;;7.5;Per groep;Moorse zeevarende;;;;;;;;;;;;NB: Passagiers allemaal matrozen;Ype;;Engelsman;Enkhuijsen;niet gegeven;?;2612.3;6719.3
2842;1726;11749;200;Cats;Schip;15;Zee;125;70;29;26;;;1;1;;27;Niet;;Niet;Niet;27 gemeene;Zarang (en zarangsmaat);12;10.5;;7.5;Per groep;Moorse zeevarende;;;;;;;;;;;;;Michiel;van;Markel;Amsterdam;niet gegeven;?;2578.3;6710.3
2843;1726;11749;206;Sleewijk;Schip;44;Bengalen, ter rede;64;64;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2505.3;6727.3
2844;1726;11749;211;Gansenhoef;Schip;44;Bengalen, ter rede;64;64;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2460.7;
2845;1726;11750;1;Loenderveen;Schip;32;Gamron, ter rede;81;60;;21;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2594.3;6732.3
2846;1726;11750;44;Slot Aldegonde;Schip;31;Mocha, ter rede;92;71;;21;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2599.4;6685.4
2847;1726;11750;15;Haarlem;Schip;41;Ponnecail, ter rede;190;117;;73;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2647.2;6687.2
2848;1726;11750;37;Wassenaar;Schip;41;Ponnecail, ter rede;133;94;;23;;16;;;;;;;;;;;;;;;;;;;;;;;;;;;NB: Passagiers zijn 'Militaire passagiers' (een eenheid van 16 Europese soldaten);;;;;;;;2515.7;
2849;1726;11750;6;Den Adelaar;Schip;15;Zee, naar Japan;117;111;;;;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2636.2;6701.2
2850;1726;11750;12;Ouwerkerk;Schip;15;Zee, naar Bengalen;68;68;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2521.6;
2851;1726;11750;25;Strijkebolle;Schip;15;Zee, naar Bengalen;98;73;;25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2620.5;6718.5
2852;1726;11750;31;Het Wapen van Hoorn;Schip;15;Zee, naar Japan;118;112;;;;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2581.1;6702.1
2853;1726;11750;49;De Anna;Jagt;15;Zee;21;21;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2854;1726;11750;50;Colombo;Jagt;15;Zee;26;26;;;;;;;;;;;;;;;;;;;;;NB: Temidden van Europese zeevarenden staan matroos Martijn Martensz uit Colombo (7 gulden, in dienst) en matroos Frans Jeronimus uit Coromandel (9 gulden, in dienst);;;;;;;;;;;;Dirk;;Mauritsz;Bergen (Noorwegen);Oosterstijn 1702;Opperstuurman (aangek. als bosschieter);;
2855;1726;11750;51;Edam;Chialoup;15;Zee;22;22;;;;;;;;;;;;;;;;;;;;;NB: Onderaan bemanningslijst staat jongen Jacob Beyen uit Colombo (5 gulden, in dienst 1721);;;;;;;;;;;;Barent;van;Rees;Amsterdam;Beverwijk 1710;Opperstuurman (aangek. als hooploper);;
2856;1726;11750;53;Houtbos;Chialoup;15;Zee;17;17;;;;;;;;;;;;;;;;;;;;;NB: Onderaan bemanningslijst staan matroos Andries Sanders uit Colombo (9 gulden, in dienst, 1724), matroos Silvester Rooseboom uit Colombo (7 gulden, in dienst, 1721) en matroos Carel Warman Stevens uit Negombo (9 gulden, in dienst, 1716);;;;;;;;;;;;Jan;van;Ginderdeure;Amsterdam;Middelwout 1718;Opperstuurman (aangek. als quartiermeester);;
2857;1726;11750;54;De Hottentot;Chialoup;15;Zee;16;16;;;;;;;;;;;;;;;;;;;;;NB: Onderaan bemanningslijst staat matroos Bastiaan Fernando uit Colombo (9 gulden, in dienst 1724);;;;;;;;;;;;Jacob;;Engel;Amsterdam;Loosdregt 1715;Opperstuurman (aangek. als constabelsmaat);;
2858;1726;11750;55;Zeelandia;Hoeker;15;Zee;15;15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2364.2;
2859;1726;11750;56;Feijenoord;Brigantijn;15;Zee;19;19;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2605.1;
2860;1726;11750;57;Victoria;Brigantijn;15;Zee;17;17;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2608.1;
2861;1727;11751;1;Middelwout;Schip;79;Batavia, ter rede;292;160;132;;;;5;5;;122;Niet gegeven;;Niet gegeven;Niet gegeven;122 gemeene;Zarang (5 zarangen en 5 zarangsmaats);12;10.5;;7.5;Per groep;Moorse zeevarenden;NB: Onderaan (derde van onderen, dus temidden van de jongens) Europese bemanningslijst staat jongen Pieter Barrij uit Cochin (5 gulden, in dienst, 1720);;;;;;;;;;;;Joost;;Noose;Vlissingen;Middelwout 1726;NB: Ervaren onderstuurman Jan Ernst (Rotterdam, 32 gulden, Blijdorp 1724), oppermeester Bartholomeus van Rhoon (Rotterdam, 40 gulden, Vastigheijt, 1722), constabel Claas Barents Kamp (Gouda, 24 gulden, De Ellemeet 1710);2653.5;6725.5
2862;1727;11751;10;Abbekerk;Schip;79;Batavia, ter rede;80;80;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2330.6;
2863;1727;11751;14;Hoedekenskerk;Schip;79;Batavia, ter rede;82;82;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2533.7;
2864;1727;11751;18;Kiefhoek;Schip;79;Batavia, ter rede;91;91;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2400.6;
2865;1727;11751;23;Oudenaarden;Schip;79;Batavia, ter rede;105;105;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2676.5;
2866;1727;11751;28;Hogermeer;Schip;79;Batavia, ter rede;69;44;25;;;;1;1;;23;Niet gegeven;;Niet gegeven;Niet gegeven;23 gemeene;Zarang (en zarangsmaat);12;10.5;;7.5;Per groep;Moorse zeevarende;;;;;;;;;;;;;Jan Theunis;;Schouten;Hoorn;Hillegonda 1724;NB: Ervaren (pl) onderstuurman Pieter de Coning (Amsterdam, 9 gulden, Huijs te Assenburg 1720, matroos), oppermeester Jan Paul Wegener/n (Hamburg, 24 gulden, Wassenaar 1717), schieman Hendrik Everts Ophoff? (Sardam / Sandam, 16 gulden, Rijsse 1717, matroos);2366.2;
2867;1727;11751;31;De Windhond;Schip;79;Batavia, ter rede;55;55;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2665.2;6754.2
2868;1727;11751;34;Westvriesland;Schip;79;Batavia, ter rede;49;49;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2629.2;6729.2
2869;1727;11751;37;De Herstelde Leeuw;Schip;79;Batavia, ter rede;123;123;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2497.5;
2870;1727;11751;43;Beekvliet;Schip;79;Batavia, ter rede;105;105;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2627.1;6746.1
2871;1727;11751;49;Gansenhoef;Schip;79;Batavia, ter rede;71;47;24;;;;1;1;;22;Niet gegeven;;Niet gegeven;Niet gegeven;22 gemeene Mooren;Zarang (en zarangsmaat);12;10.5;;7.5;Per groep;Moorse zeevarende;;;;;;;;;;;;;Jan;de;Vos;Delfshaven;Ouwerkerk 1720;NB: Ervaren quartiermeester Pieter Jacobsz Krijgsman (Hoorn, 14 gulden, Lugtenburg 1723), quartiermeester Bastiaan Haus? (Amsterdam, 12 gulden, Doornik 1724);2460.7;
2872;1727;11751;51;Huijs ter Boede;Schip;79;Batavia, ter rede;79;79;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2423.4;
2873;1727;11751;55;Tienhoven;Schip;79;Batavia, ter rede;49;49;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2874;1727;11751;58;Prins Eugenius;Schip;79;Batavia, ter rede;116;94;22;;;;1;1;;20;Niet gegeven;;Niet gegeven;Niet gegeven;20 gemeene;Zarang (en zarangsmaat);12;10.5;;7.5;Per groep;Moorse zeevarende;;;;;;;;;;;;;Pieter ;;Knollendam;Hoorn;Noorderquartier 1720;;2313.4;
2875;1727;11751;63;Witsburg;Schip;79;Onrust, leggende aan het eiland;80;59;21;;;;1;1;;19;Niet gegeven;;Niet gegeven;Niet gegeven;19 gemeene;Zarang (en zarangsmaat);12;10.5;;7.5;Per groep;Moorse zeevarende;;;;;;;;;;;;;Ijpe;;Engelsman;Enkhuijsen;Witsburg 1726;NB: Ervaren opperstuurman Jochum Gallauw (Maccum?, 48 gulden, Standvastigheijd 1720);2612.3;6719.3
2876;1727;11751;67;Opperdoes;Schip;79;Onrust, leggende aan het eiland;80;60;20;;;;1;1;;18;Niet gegeven;;Niet gegeven;Niet gegeven;18 gemeene;Zarang (en zarangsmaat);12;10.5;;7.5;Per groep;Moorse zeevarende;;;;;;;;;;;;;Albert;;Oranje;Enkhuijsen;Opperdoes 1726;NB: Ervaren opperstuurman Dirk Houtman (Amsterdam, 48 gulden, Deuno? 1725);2639.4;6822.4
2877;1727;11751;70;Strijkebolle;Schip;79;Onrust, leggende aan het eiland;86;64;22;;;;1;1;;20;Niet gegeven;;Niet gegeven;Niet gegeven;20 gemeene;Zarang (en zarangsmaat);12;10.5;;7.5;Per groep;Moorse zeevarende;;;;;;;;;;;;;Jan;de;Roode;Amsterdam;Ter Horst 1723;;2620.5;6718.5
2878;1727;11751;74;Het Raadhuis van Vlissen?;Schip;79;Onrust, leggende aan het eiland;89;67;22;;;;1;1;;20;Niet gegeven;;Niet gegeven;Niet gegeven;20 gemeene;Zarang (en zarangsmaat);12;10.5;;7.5;Per groep;Moorse zeevarende;;;;;;;;;;;;;Claes;;Goedhoen;Enkhuijsen;Hopvogel 1717;NB: Ervaren schieman Cornelis Marteling (Middelburg, 20 gulden, Magdalena 1723);2540.4;6758.4
2879;1727;11751;78;De Coning Carel;Schip;79;Onrust, leggende aan het eiland;93;69;24;;;;1;1;;22;Niet gegeven;;Niet gegeven;Niet gegeven;22 gemeene;Zarang (en zarangsmaat);12;10.5;;7.5;Per groep;Moorse zeevarende;;;;;;;;;;;;;Simon;van den;Briel;Swartsluijs;Oude Zijp 1714;;2520.7;
2880;1727;11751;81;Ouwerkerk;Schip;79;Onrust, leggende aan het eiland;51;51;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2521.6;
2881;1727;11751;84;Meerhuijsen;Schip;79;Onrust, leggende aan het eiland;79;79;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2583.5;
2882;1727;11751;88;Sleewijk;Schip;79;Onrust, leggende aan het eiland;90;60;30;;;;1;1;;28;Niet gegeven;;Niet gegeven;Niet gegeven;28 gemeene;Zarang (en zarangsmaat);12;10.5;;7.5;Per groep;Moorse zeevarende;;;;;;;;;;;;;Jacob;van der;Vlies;Rotterdam;De Kiefhoek 1720;NB: Ervaren schiemansmaat Hendrik Krijgsman (Tessel, 14 gulden, Cornelia 1723), quartiermeester Pieter de Vlieger (Middelburg, 14 gulden, Meijnden 1723), quartiermeester Casper Pietersz (Hamburg, 14 gulden, Borsselen 1720);2505.3;6727.3
2883;1727;11751;92;Velserhooft;Schip;79;Onrust, leggende aan het eiland;76;64;12;;;;1;;;11;Niet gegeven;;Niet gegeven;Niet gegeven;12 gemeene;Zarang;12;;;7.5;Per groep;Moorse zeevarende;;;;;;;;;;;;;Gerrit;van;Oxrade?;Rotterdam;Eijselwoude 1705;NB: Ervaren opperstuurman Philip Lockman (Den Haag, 32 gulden, Groenzwart 1722), oppermeester Barent van Doorwen (Amsterdam, 26 gulden, Vrijburgh 1716);2289.1;
